#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Globin               PF00042.1    108 MYG_ROUAE            -            153   2.5e-21   75.7   0.6   2   2       0.7   8.6e+03   -3.2   0.0    65    86   130   149   123   150 0.65 Globin
Globin               PF00042.1    108 MYG_HORSE            -            153   2.9e-19   69.1   0.7   1   1   3.8e-23   4.6e-19   68.4   0.5     2   106     7   110     6   112 0.94 Globin
Globin               PF00042.1    108 MYG_CASFI            -            153   7.3e-20   71.0   1.1   1   1   9.1e-24   1.1e-19   70.4   0.7     1   107     6   111     6   112 0.95 Globin
Globin               PF00042.1    108 MYG_BALPH            -            153   1.7e-19   69.8   1.1   1   2   1.4e-23   1.7e-19   69.8   0.8     1   106     6   110     6   112 0.94 Globin
Globin               PF00042.1    108 MYG_BALPH            -            153   1.7e-19   69.8   1.1   2   2      0.49     6e+03   -2.7   0.0    64    85   129   148   116   150 0.55 Globin
Globin               PF00042.1    108 MYG_SPAEH            -            153   1.1e-20   73.6   0.4   1   1   1.5e-24   1.8e-20   72.9   0.3     1   107     6   111     6   112 0.95 Globin
Globin               PF00042.1    108 MYG_DIDMA            -            153   1.2e-21   76.8   1.2   1   2   1.6e-25   1.9e-21   76.1   0.6     1   106     6   110     6   112 0.94 Globin
Globin               PF00042.1    108 MYG_DIDMA            -            153   1.2e-21   76.8   1.2   2   2      0.37   4.5e+03   -2.3   0.0    64    86   129   149   117   150 0.68 Globin
Globin               PF00042.1    108 MYG_LUTLU            -            153   6.1e-21   74.5   0.4   1   1   7.1e-25   8.7e-21   74.0   0.3     1   107     6   111     6   112 0.95 Globin
Globin               PF00042.1    108 MYG_LAGLA            -            153   1.6e-20   73.1   0.3   1   1   2.2e-24   2.7e-20   72.4   0.2     1   107     6   111     6   112 0.95 Globin
Globin               PF00042.1    108 MYG_APTFO            -            152     4e-18   65.4   0.7   1   2   1.3e-21   5.2e-18   65.0   0.1     2   107     7   110     6   111 0.93 Globin
Globin               PF00042.1    108 MYG_APTFO            -            152     4e-18   65.4   0.7   2   2       1.5     6e+03   -2.7   0.0    68    68   128   128   114   147 0.52 Globin
Kinesin              PF00225.17   333 MYG_APTFO            -            152     0.025   13.0   0.1   1   2      0.24   9.8e+02   -2.1   0.0    90   117    12    39    11    47 0.80 Kinesin motor domain
Kinesin              PF00225.17   333 MYG_APTFO            -            152     0.025   13.0   0.1   2   2   1.2e-05      0.05   12.0   0.0    91   147    55   127    50   146 0.80 Kinesin motor domain
CBFD_NFYB_HMF        PF00808.17    65 MYG_APTFO            -            152     0.067   12.9   0.4   1   1   3.1e-05      0.12   12.1   0.3    11    43   110   144   105   148 0.81 Histone-like transcription factor (CBF/NF-Y) and archaeal histone
Globin               PF00042.1    108 MYG_ELEMA            -            153   1.9e-18   66.4   0.2   1   1   2.7e-22   3.4e-18   65.6   0.1     1   106     6   110     6   112 0.94 Globin
Globin               PF00042.1    108 MYG_ONDZI            -            153   1.4e-20   73.3   1.3   1   2   1.6e-24   1.9e-20   72.8   0.5     1   107     6   111     6   112 0.95 Globin
Globin               PF00042.1    108 MYG_ONDZI            -            153   1.4e-20   73.3   1.3   2   2      0.34   4.1e+03   -2.2   0.0    58    86   123   149   114   150 0.64 Globin
